AuthorID,Author,Date,Content,Attachments,Reactions
"437618453155938317","tacktor#9598","01-May-22 10:10:55 AM","18๔","",""
"250308103105413121","Toon#9209","01-May-22 10:12:27 AM","185","",""
"437618453155938317","tacktor#9598","01-May-22 10:12:54 AM","1๘๕","",""
"437618453155938317","tacktor#9598","01-May-22 10:13:07 AM","1๘๖","",""
"551258989594411018","DelMii#5454","01-May-22 11:00:40 AM","187","",""
"267230094395703297","Rews_red#9505","01-May-22 02:09:27 PM","184","",""
"437618453155938317","tacktor#9598","01-May-22 02:26:54 PM","No","",""
"437618453155938317","tacktor#9598","01-May-22 02:26:57 PM","188","",""
"250308103105413121","Toon#9209","01-May-22 02:29:30 PM","189","",""
"267230094395703297","Rews_red#9505","01-May-22 02:46:53 PM","where tf is 184 then","",""
"437618453155938317","tacktor#9598","01-May-22 02:47:49 PM","Pro gamer move","",""
"267230094395703297","Rews_red#9505","01-May-22 02:47:53 PM","..?","",""
"437618453155938317","tacktor#9598","01-May-22 02:47:55 PM","190","",""
"437618453155938317","tacktor#9598","01-May-22 02:48:09 PM","Check again","",""
"267230094395703297","Rews_red#9505","01-May-22 02:48:26 PM","","https://cdn.discordapp.com/attachments/969212093213573140/970230203945222174/unknown.png",""
"267230094395703297","Rews_red#9505","01-May-22 02:48:34 PM","edited bruh","",""
"437618453155938317","tacktor#9598","01-May-22 02:48:51 PM","I know","",""
"526792117385953312","Kojina#1082","01-May-22 03:42:55 PM","192","",""
"786401021110910986","Win#7206","01-May-22 04:27:12 PM","193","",""
"526792117385953312","Kojina#1082","01-May-22 05:29:31 PM","194","",""
"267230094395703297","Rews_red#9505","01-May-22 08:28:03 PM","195","",""
"526792117385953312","Kojina#1082","01-May-22 08:37:56 PM","196","",""
"267230094395703297","Rews_red#9505","01-May-22 09:49:20 PM","197","",""
"526792117385953312","Kojina#1082","01-May-22 10:06:22 PM","198","",""
"267230094395703297","Rews_red#9505","01-May-22 10:19:38 PM","","https://cdn.discordapp.com/attachments/969212093213573140/970343752818388992/unknown.png",""
"526792117385953312","Kojina#1082","01-May-22 10:20:15 PM","พอจะมีสัก... 200 มั้ย?","",""
"267230094395703297","Rews_red#9505","01-May-22 10:28:42 PM","มั่ย (201)","",""
"526792117385953312","Kojina#1082","02-May-22 01:44:14 AM","202","",""
"267230094395703297","Rews_red#9505","02-May-22 01:57:13 AM","~~203~~ hehe nothing to see","",""
"685783499223072781","Flying Purple People Eater#7052","02-May-22 02:23:02 AM","两百零三","",""
"267230094395703297","Rews_red#9505","02-May-22 02:24:15 AM","204","",""
"526792117385953312","Kojina#1082","02-May-22 02:24:36 AM","205","",""
"267230094395703297","Rews_red#9505","02-May-22 02:24:46 AM","206","",""
"526792117385953312","Kojina#1082","02-May-22 02:25:08 AM","207","",""
"267230094395703297","Rews_red#9505","02-May-22 02:25:10 AM","208","",""
"526792117385953312","Kojina#1082","02-May-22 02:30:54 AM","209","",""
"250308103105413121","Toon#9209","02-May-22 10:07:11 AM","50% of 420 (210)","",""
"437618453155938317","tacktor#9598","02-May-22 11:07:32 AM","211","",""
"746178884323639387","Aekkawin#8587","02-May-22 12:24:45 PM","212","",""
"267230094395703297","Rews_red#9505","02-May-22 12:40:41 PM","213","",""
"834702413838942238","SayZack#0492","02-May-22 01:05:52 PM","214","",""
"250308103105413121","Toon#9209","02-May-22 03:29:06 PM","**215**","",""
"267230094395703297","Rews_red#9505","02-May-22 03:56:42 PM","216","",""
"437618453155938317","tacktor#9598","02-May-22 04:22:40 PM","217","",""
"267230094395703297","Rews_red#9505","02-May-22 05:18:11 PM","218","",""
"526792117385953312","Kojina#1082","02-May-22 06:07:18 PM","219","",""
"437618453155938317","tacktor#9598","02-May-22 06:19:48 PM","220","",""
"267230094395703297","Rews_red#9505","02-May-22 06:21:01 PM","221","",""
"437618453155938317","tacktor#9598","02-May-22 06:22:04 PM","","https://cdn.discordapp.com/attachments/969212093213573140/970646353665462322/ed3a199a9d612a1b2922b96ee6d7470b.png",""
"267230094395703297","Rews_red#9505","02-May-22 06:22:49 PM","223","",""
"526792117385953312","Kojina#1082","02-May-22 06:23:48 PM","224","",""
"267230094395703297","Rews_red#9505","02-May-22 06:25:01 PM","15^2","",""
"437618453155938317","tacktor#9598","02-May-22 06:29:16 PM","","https://cdn.discordapp.com/attachments/969212093213573140/970648166640799764/0034000052004_e06-11-2018.jpg",""
"267230094395703297","Rews_red#9505","02-May-22 06:29:19 PM","227","",""
"437618453155938317","tacktor#9598","02-May-22 06:31:28 PM","","https://cdn.discordapp.com/attachments/969212093213573140/970648719869485116/8850487001128_1.jpg",""
"526792117385953312","Kojina#1082","02-May-22 06:31:34 PM","229","",""
"437618453155938317","tacktor#9598","02-May-22 06:32:50 PM","","https://cdn.discordapp.com/attachments/969212093213573140/970649063240372324/nokia_230_2.jpg",""
"526792117385953312","Kojina#1082","02-May-22 06:33:11 PM","231","",""
"267230094395703297","Rews_red#9505","02-May-22 06:52:12 PM","232","",""
"526792117385953312","Kojina#1082","02-May-22 07:14:01 PM","234","",""
"526792117385953312","Kojina#1082","02-May-22 07:14:18 PM","wait no","",""
"526792117385953312","Kojina#1082","02-May-22 07:14:20 PM","i'm retarded","",""
"526792117385953312","Kojina#1082","02-May-22 07:14:22 PM","233","",""
"267230094395703297","Rews_red#9505","02-May-22 07:18:08 PM","~~1~~234","",""
"437618453155938317","tacktor#9598","02-May-22 07:18:41 PM","I don't know this count or not","",""
"267230094395703297","Rews_red#9505","02-May-22 07:18:48 PM","Ok nvm","",""
"267230094395703297","Rews_red#9505","02-May-22 07:18:49 PM","234","",""
"437618453155938317","tacktor#9598","02-May-22 07:19:14 PM","235","",""
"267230094395703297","Rews_red#9505","02-May-22 07:19:27 PM","2-3-6","",""
"526792117385953312","Kojina#1082","02-May-22 07:24:40 PM","237","",""
"267230094395703297","Rews_red#9505","02-May-22 07:25:11 PM","238","",""
"267230094395703297","Rews_red#9505","02-May-22 07:25:57 PM","Fuck","",""
"551258989594411018","DelMii#5454","02-May-22 07:25:58 PM","239","",""
"267230094395703297","Rews_red#9505","02-May-22 07:26:14 PM","2️⃣ 4️⃣ 0️⃣","",""
"267230094395703297","Rews_red#9505","02-May-22 07:26:18 PM","No one saw that","",""
"526792117385953312","Kojina#1082","02-May-22 07:28:03 PM","241 I'm pissed how nobody made a nuclear isotope joke","",""
"267230094395703297","Rews_red#9505","02-May-22 07:28:14 PM","242","",""
"526792117385953312","Kojina#1082","02-May-22 07:28:49 PM","243","",""
"267230094395703297","Rews_red#9505","02-May-22 07:29:01 PM","244","",""
"526792117385953312","Kojina#1082","02-May-22 07:30:04 PM","245","",""
"267230094395703297","Rews_red#9505","02-May-22 07:30:41 PM","2×3×41=246","",""
"437618453155938317","tacktor#9598","02-May-22 07:31:45 PM","247","",""
"437618453155938317","tacktor#9598","02-May-22 07:32:16 PM","Can you at =246","",""
"267230094395703297","Rews_red#9505","02-May-22 07:32:21 PM","248","",""
"267230094395703297","Rews_red#9505","02-May-22 07:32:34 PM","sure","",""
"437618453155938317","tacktor#9598","02-May-22 07:32:39 PM","Thx","",""
"437618453155938317","tacktor#9598","02-May-22 07:33:01 PM","249","",""
"267230094395703297","Rews_red#9505","02-May-22 07:33:23 PM","","https://cdn.discordapp.com/attachments/969212093213573140/970664300521869443/images_-_2022-05-02T193201.860.jpeg",""
"437618453155938317","tacktor#9598","02-May-22 07:33:35 PM","250=(10×10+5×5)+(1+2+3+4+5+6+7+8+9+(5×4)+(2.5+2.5)+1","",""
"267230094395703297","Rews_red#9505","02-May-22 07:33:40 PM","I don't even know who he is","",""
"267230094395703297","Rews_red#9505","02-May-22 07:33:44 PM","252","",""
"437618453155938317","tacktor#9598","02-May-22 07:33:52 PM","We netheir","",""
"437618453155938317","tacktor#9598","02-May-22 07:33:59 PM","253","",""
"267230094395703297","Rews_red#9505","02-May-22 07:34:25 PM","254","",""
"437618453155938317","tacktor#9598","02-May-22 07:34:54 PM","255","",""
"267230094395703297","Rews_red#9505","02-May-22 07:35:19 PM","100000000(ฐานสอง) = 2⁸ = 256","",""
"437618453155938317","tacktor#9598","02-May-22 07:36:47 PM","257","",""
"267230094395703297","Rews_red#9505","02-May-22 07:37:22 PM","258","",""
"437618453155938317","tacktor#9598","02-May-22 07:37:44 PM","259","",""
"267230094395703297","Rews_red#9505","02-May-22 07:38:02 PM","260","",""
"437618453155938317","tacktor#9598","02-May-22 07:38:14 PM","261","",""
"267230094395703297","Rews_red#9505","02-May-22 07:38:28 PM","262","",""
"437618453155938317","tacktor#9598","02-May-22 07:38:35 PM","263","",""
"267230094395703297","Rews_red#9505","02-May-22 07:38:56 PM","264","",""
"437618453155938317","tacktor#9598","02-May-22 07:39:32 PM","265","",""
"267230094395703297","Rews_red#9505","02-May-22 07:39:43 PM","266","",""
"437618453155938317","tacktor#9598","02-May-22 07:39:54 PM","267","",""
"267230094395703297","Rews_red#9505","02-May-22 07:39:56 PM","268","",""
"437618453155938317","tacktor#9598","02-May-22 07:40:06 PM","269","",""
"267230094395703297","Rews_red#9505","02-May-22 07:40:12 PM","270","",""
"437618453155938317","tacktor#9598","02-May-22 07:40:27 PM","271","",""
"267230094395703297","Rews_red#9505","02-May-22 07:40:29 PM","272","",""
"437618453155938317","tacktor#9598","02-May-22 07:42:04 PM","273","",""
"267230094395703297","Rews_red#9505","02-May-22 07:42:37 PM","","https://cdn.discordapp.com/attachments/969212093213573140/970666625080655933/images_-_2022-05-02T194138.929.jpeg",""
